project	file	line	pattern	type	member	chars_saved	before	after
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	20	P2	_root_.scala.Seq	empty	17	access: dotty.tools.dotc.semanticdb.Access = dotty.tools.dotc.semanticdb.SymbolInformation._typemapper_access.toCustom(dotty.tools.dotc.semanticdb.AccessMessage.defaultInstance),	access: dotty.tools.dotc.semanticdb.Access = dotty.tools.dotc.semanticdb.SymbolInformation._typemapper_access.toCustom(dotty.tools.dotc.semanticdb.AccessMessage.defaultInstance),
scala3-compiler	dotty/tools/dotc/semanticdb/internal/SemanticdbInputStream.scala	90	P1	Int	MaxValue	4	private var currentLimit: Int = Int.MaxValue	private var currentLimit: Int = .MaxValue
scala3-compiler	dotty/tools/dotc/typer/Typer.scala	2993	P1	mutable.ArrayBuffer	empty	20	var gadtConstrs: mutable.ArrayBuffer[GadtConstraint] = mutable.ArrayBuffer.empty	var gadtConstrs: mutable.ArrayBuffer[GadtConstraint] = .empty
scala3-compiler	dotty/tools/dotc/typer/Typer.scala	4043	P1	SimpleIdentityMap	empty	18	var enumContexts: SimpleIdentityMap[Symbol, Context] = SimpleIdentityMap.empty	var enumContexts: SimpleIdentityMap[Symbol, Context] = .empty
scala3-compiler	dotty/tools/dotc/typer/Typer.scala	3351	P3	CannotHaveSameNameAs	DefinedInSelf	21	val msg = CannotHaveSameNameAs(decl, other, CannotHaveSameNameAs.DefinedInSelf(self))	val msg = CannotHaveSameNameAs(decl, other, .DefinedInSelf(self))
scala3-compiler	dotty/tools/dotc/typer/Synthesizer.scala	504	P5	MirrorSource	Singleton	13	case MirrorSource.Singleton(_, tref) =>	case .Singleton(_, tref) =>
scala3-compiler	dotty/tools/dotc/typer/Synthesizer.scala	520	P5	MirrorSource	GenericTuple	13	case MirrorSource.GenericTuple(tps) =>	case .GenericTuple(tps) =>
scala3-compiler	dotty/tools/dotc/typer/Synthesizer.scala	522	P5	MirrorSource	NamedTuple	13	case MirrorSource.NamedTuple(nameTypePairs) =>	case .NamedTuple(nameTypePairs) =>
scala3-compiler	dotty/tools/dotc/typer/Synthesizer.scala	524	P5	MirrorSource	ClassSymbol	13	case MirrorSource.ClassSymbol(pre, cls) =>	case .ClassSymbol(pre, cls) =>
scala3-compiler	dotty/tools/dotc/typer/Inferencing.scala	464	P5	IfBottom	ok	9	case IfBottom.ok   => if v > 0 || v == 0 && !tvar.hasUpperBound then Min else ToMax // prefer upper bound if one is given	case .ok   => if v > 0 || v == 0 && !tvar.hasUpperBound then Min else ToMax // prefer upper bound if one is given
scala3-compiler	dotty/tools/dotc/typer/Inferencing.scala	465	P5	IfBottom	fail	9	case IfBottom.fail => if v >= 0 then Fail else ToMax	case .fail => if v >= 0 then Fail else ToMax
scala3-compiler	dotty/tools/dotc/typer/Nullables.scala	483	P1	Set	empty	4	var reachable: Set[Name] = Set.empty	var reachable: Set[Name] = .empty
scala3-compiler	dotty/tools/dotc/typer/ProtoTypes.scala	366	P1	ApplyKind	Regular	10	def applyKind: ApplyKind = ApplyKind.Regular	def applyKind: ApplyKind = .Regular
scala3-compiler	dotty/tools/dotc/typer/ProtoTypes.scala	374	P1	SimpleIdentityMap	empty	18	var typedArg: SimpleIdentityMap[untpd.Tree, Tree] = SimpleIdentityMap.empty	var typedArg: SimpleIdentityMap[untpd.Tree, Tree] = .empty
scala3-compiler	dotty/tools/dotc/typer/ProtoTypes.scala	377	P1	SimpleIdentitySet	empty	18	var errorArgs: SimpleIdentitySet[untpd.Tree] = SimpleIdentitySet.empty	var errorArgs: SimpleIdentitySet[untpd.Tree] = .empty
scala3-compiler	dotty/tools/dotc/typer/ImportInfo.scala	187	P1	SimpleIdentityMap	empty	18	private var featureCache: SimpleIdentityMap[TermName, java.lang.Boolean] = SimpleIdentityMap.empty	private var featureCache: SimpleIdentityMap[TermName, java.lang.Boolean] = .empty
scala3-compiler	dotty/tools/dotc/typer/Checking.scala	696	P3	CannotHaveSameNameAs	CannotBeOverridden	21	fail(CannotHaveSameNameAs(sym, cls, CannotHaveSameNameAs.CannotBeOverridden))	fail(CannotHaveSameNameAs(sym, cls, .CannotBeOverridden))
scala3-compiler	dotty/tools/dotc/typer/Implicits.scala	109	P1	TermRefSet	empty	11	def companionRefs: TermRefSet = TermRefSet.empty	def companionRefs: TermRefSet = .empty
scala3-compiler	dotty/tools/dotc/typer/Implicits.scala	947	P2	Set	empty	4	def inferImplicitArg(formal: Type, span: Span, ignored: Set[Symbol] = Set.empty)(using Context): Tree =	def inferImplicitArg(formal: Type, span: Span, ignored: Set[Symbol] = .empty)(using Context): Tree =
scala3-compiler	dotty/tools/dotc/typer/Implicits.scala	1113	P2	Set	empty	4	def inferImplicit(pt: Type, argument: Tree, span: Span, ignored: Set[Symbol] = Set.empty)(using Context): SearchResult = ctx.profiler.onImplicitSearch(pt):	def inferImplicit(pt: Type, argument: Tree, span: Span, ignored: Set[Symbol] = .empty)(using Context): SearchResult = ctx.profiler.onImplicitSearch(pt):
scala3-compiler	dotty/tools/io/FileExtension.scala	51	P1	FlagSet	empty	8	private val JarOrZip: FlagSet[FileExtension] = FlagSet.empty | Zip | Jar	private val JarOrZip: FlagSet[FileExtension] = .empty | Zip | Jar
scala3-compiler	dotty/tools/io/FileExtension.scala	52	P1	FlagSet	empty	8	private val ScalaOrJava: FlagSet[FileExtension] = FlagSet.empty | Scala | Java	private val ScalaOrJava: FlagSet[FileExtension] = .empty | Scala | Java
scala3-compiler	dotty/tools/io/FileExtension.scala	53	P1	FlagSet	empty	8	private val JavaOrTasty: FlagSet[FileExtension] = FlagSet.empty | Java | Tasty	private val JavaOrTasty: FlagSet[FileExtension] = .empty | Java | Tasty
scala3-compiler	dotty/tools/io/NoAbstractFile.scala	22	P1	Iterator	empty	9	def iterator: Iterator[AbstractFile] = Iterator.empty	def iterator: Iterator[AbstractFile] = .empty
scala3-compiler	scala/quoted/runtime/impl/QuotesImpl.scala	2334	P5	MethodTypeKind	Contextual	15	case MethodTypeKind.Contextual => Types.ContextualMethodType	case .Contextual => Types.ContextualMethodType
scala3-compiler	scala/quoted/runtime/impl/QuotesImpl.scala	2335	P5	MethodTypeKind	Implicit	15	case MethodTypeKind.Implicit => Types.ImplicitMethodType	case .Implicit => Types.ImplicitMethodType
scala3-compiler	scala/quoted/runtime/impl/QuotesImpl.scala	2336	P5	MethodTypeKind	Plain	15	case MethodTypeKind.Plain => Types.MethodType	case .Plain => Types.MethodType
scala3-library	scala/Selectable.scala	36	P1	scala.reflect.Selectable	reflectiveSelectable	25	implicit def reflectiveSelectableFromLangReflectiveCalls(x: Any)(	implicit def reflectiveSelectableFromLangReflectiveCalls(x: Any)(
scala3-library	scala/Enumeration.scala	305	P1	ValueSet	empty	9	override def empty: ValueSet = ValueSet.empty	override def empty: ValueSet = .empty
scala3-library	scala/Enumeration.scala	319	P1	ValueSet	fromSpecific	9	override protected def fromSpecific(coll: IterableOnce[Value]): ValueSet = ValueSet.fromSpecific(coll)	override protected def fromSpecific(coll: IterableOnce[Value]): ValueSet = .fromSpecific(coll)
scala3-library	scala/Array.scala	57	P1	Array	from	6	def fromSpecific(it: IterableOnce[A]^): Array[A] = Array.from[A](it)	def fromSpecific(it: IterableOnce[A]^): Array[A] = .from[A](it)
scala3-library	scala/Array.scala	66	P1	ArrayBuilder	make	13	def newBuilder[T](implicit t: ClassTag[T]): ArrayBuilder[T] = ArrayBuilder.make[T](using t)	def newBuilder[T](implicit t: ClassTag[T]): ArrayBuilder[T] = .make[T](using t)
scala3-library	scala/Unit.scala	38	P1	scala.runtime.BoxedUnit	UNIT	24	def box(x: Unit): scala.runtime.BoxedUnit = scala.runtime.BoxedUnit.UNIT	def box(x: Unit): scala.runtime.BoxedUnit = .UNIT
scala3-library	scala/Function.scala	42	P1	PartialFunction	unlifted	16	def unlift[T, R](f: T => Option[R]): PartialFunction[T, R] = PartialFunction.unlifted(f)	def unlift[T, R](f: T => Option[R]): PartialFunction[T, R] = .unlifted(f)
scala3-library	scala/util/matching/Regex.scala	783	P1	Array	tabulate	6	private lazy val starts: Array[Int] =	private lazy val starts: Array[Int] =
scala3-library	scala/util/matching/Regex.scala	785	P1	Array	tabulate	6	private lazy val ends: Array[Int] =	private lazy val ends: Array[Int] =
scala3-library	scala/collection/Map.scala	109	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntIteratorStepper   (keysIterator.asInstanceOf[Iterator[Int]])	case .IntShape    => new IntIteratorStepper   (keysIterator.asInstanceOf[Iterator[Int]])
scala3-library	scala/collection/Map.scala	110	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongIteratorStepper  (keysIterator.asInstanceOf[Iterator[Long]])	case .LongShape   => new LongIteratorStepper  (keysIterator.asInstanceOf[Iterator[Long]])
scala3-library	scala/collection/Map.scala	111	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleIteratorStepper(keysIterator.asInstanceOf[Iterator[Double]])	case .DoubleShape => new DoubleIteratorStepper(keysIterator.asInstanceOf[Iterator[Double]])
scala3-library	scala/collection/Map.scala	121	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntIteratorStepper   (valuesIterator.asInstanceOf[Iterator[Int]])	case .IntShape    => new IntIteratorStepper   (valuesIterator.asInstanceOf[Iterator[Int]])
scala3-library	scala/collection/Map.scala	122	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongIteratorStepper  (valuesIterator.asInstanceOf[Iterator[Long]])	case .LongShape   => new LongIteratorStepper  (valuesIterator.asInstanceOf[Iterator[Long]])
scala3-library	scala/collection/Map.scala	123	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleIteratorStepper(valuesIterator.asInstanceOf[Iterator[Double]])	case .DoubleShape => new DoubleIteratorStepper(valuesIterator.asInstanceOf[Iterator[Double]])
scala3-library	scala/collection/Set.scala	126	P1	Iterator	empty	9	private var itr: Iterator[C] = Iterator.empty	private var itr: Iterator[C] = .empty
scala3-library	scala/collection/MapView.scala	87	P1	Iterator	empty	9	override def iterator: Iterator[Nothing] = Iterator.empty[Nothing]	override def iterator: Iterator[Nothing] = .empty[Nothing]
scala3-library	scala/collection/Iterable.scala	938	P1	Iterable	empty	9	override def tail: Iterable[Nothing] = Iterable.empty	override def tail: Iterable[Nothing] = .empty
scala3-library	scala/collection/Iterable.scala	939	P1	Iterable	empty	9	override def init: Iterable[Nothing] = Iterable.empty	override def init: Iterable[Nothing] = .empty
scala3-library	scala/collection/BuildFrom.scala	78	P1	WrappedString	fromSpecific	14	def fromSpecific(from: WrappedString)(it: IterableOnce[Char]^): WrappedString = WrappedString.fromSpecific(it)	def fromSpecific(from: WrappedString)(it: IterableOnce[Char]^): WrappedString = .fromSpecific(it)
scala3-library	scala/collection/BuildFrom.scala	109	P1	immutable.IndexedSeq	from	21	def fromSpecific(from: String)(it: IterableOnce[A]^): immutable.IndexedSeq[A] = immutable.IndexedSeq.from(it)	def fromSpecific(from: String)(it: IterableOnce[A]^): immutable.IndexedSeq[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	182	P1	immutable.List	from	15	def toList: immutable.List[A] = immutable.List.from(it)	def toList: immutable.List[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	185	P1	immutable.Set	from	14	@`inline` def toSet[B >: A]: immutable.Set[B] = immutable.Set.from(it)	@`inline` def toSet[B >: A]: immutable.Set[B] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	191	P1	Iterable	from	9	@`inline` final def toIterable: Iterable[A] = Iterable.from(it)	@`inline` final def toIterable: Iterable[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	194	P1	immutable.Seq	from	14	@`inline` def toSeq: immutable.Seq[A] = immutable.Seq.from(it)	@`inline` def toSeq: immutable.Seq[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	197	P1	immutable.Stream	from	17	@`inline` def toStream: immutable.Stream[A] = immutable.Stream.from(it)	@`inline` def toStream: immutable.Stream[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	200	P1	immutable.Vector	from	17	@`inline` def toVector: immutable.Vector[A] = immutable.Vector.from(it)	@`inline` def toVector: immutable.Vector[A] = .from(it)
scala3-library	scala/collection/IterableOnce.scala	1455	P1	immutable.List	from	15	def toList: immutable.List[A] = immutable.List.from(this)	def toList: immutable.List[A] = .from(this)
scala3-library	scala/collection/IterableOnce.scala	1461	P1	immutable.Vector	from	17	def toVector: immutable.Vector[A] = immutable.Vector.from(this)	def toVector: immutable.Vector[A] = .from(this)
scala3-library	scala/collection/IterableOnce.scala	1478	P1	immutable.Set	from	14	def toSet[B >: A]: immutable.Set[B] = immutable.Set.from(this)	def toSet[B >: A]: immutable.Set[B] = .from(this)
scala3-library	scala/collection/IterableOnce.scala	1483	P1	immutable.Seq	from	14	def toSeq: immutable.Seq[A] = immutable.Seq.from(this)	def toSeq: immutable.Seq[A] = .from(this)
scala3-library	scala/collection/IterableOnce.scala	1489	P1	immutable.IndexedSeq	from	21	def toIndexedSeq: immutable.IndexedSeq[A] = immutable.IndexedSeq.from(this)	def toIndexedSeq: immutable.IndexedSeq[A] = .from(this)
scala3-library	scala/collection/IterableOnce.scala	294	P2	Int	MaxValue	4	start: Int = 0,	start: Int = 0,
scala3-library	scala/collection/IterableOnce.scala	82	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntIteratorStepper   (iterator.asInstanceOf[Iterator[Int]])	case .IntShape    => new IntIteratorStepper   (iterator.asInstanceOf[Iterator[Int]])
scala3-library	scala/collection/IterableOnce.scala	83	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongIteratorStepper  (iterator.asInstanceOf[Iterator[Long]])	case .LongShape   => new LongIteratorStepper  (iterator.asInstanceOf[Iterator[Long]])
scala3-library	scala/collection/IterableOnce.scala	84	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleIteratorStepper(iterator.asInstanceOf[Iterator[Double]])	case .DoubleShape => new DoubleIteratorStepper(iterator.asInstanceOf[Iterator[Double]])
scala3-library	scala/collection/BitSet.scala	96	P1	Ordering	Int	9	final def ordering: Ordering[Int] = Ordering.Int	final def ordering: Ordering[Int] = .Int
scala3-library	scala/collection/IndexedSeq.scala	45	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntIndexedSeqStepper   (this.asInstanceOf[IndexedSeqOps[Int, AnyConstr, ?]],    0, length)	case .IntShape    => new IntIndexedSeqStepper   (this.asInstanceOf[IndexedSeqOps[Int, AnyConstr, ?]],    0, length)
scala3-library	scala/collection/IndexedSeq.scala	46	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongIndexedSeqStepper  (this.asInstanceOf[IndexedSeqOps[Long, AnyConstr, ?]],   0, length)	case .LongShape   => new LongIndexedSeqStepper  (this.asInstanceOf[IndexedSeqOps[Long, AnyConstr, ?]],   0, length)
scala3-library	scala/collection/IndexedSeq.scala	47	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleIndexedSeqStepper(this.asInstanceOf[IndexedSeqOps[Double, AnyConstr, ?]], 0, length)	case .DoubleShape => new DoubleIndexedSeqStepper(this.asInstanceOf[IndexedSeqOps[Double, AnyConstr, ?]], 0, length)
scala3-library	scala/collection/StringOps.scala	1297	P2	Int	MaxValue	4	def lastIndexWhere(p: Char => Boolean, end: Int = Int.MaxValue): Int = {	def lastIndexWhere(p: Char => Boolean, end: Int = .MaxValue): Int = {
scala3-library	scala/collection/View.scala	98	P1	Iterator	single	9	def iterator: Iterator[A] = Iterator.single(a)	def iterator: Iterator[A] = .single(a)
scala3-library	scala/collection/mutable/TreeSet.scala	208	P1	RB.Tree	empty	8	val t: RB.Tree[E, Null] = RB.Tree.empty	val t: RB.Tree[E, Null] = .empty
scala3-library	scala/collection/mutable/TreeSet.scala	215	P1	RB.Tree	empty	8	private var tree: RB.Tree[A, Null] = RB.Tree.empty	private var tree: RB.Tree[A, Null] = .empty
scala3-library	scala/collection/mutable/TreeSet.scala	60	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => IntBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.key.asInstanceOf[Int])	case .IntShape    => IntBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.key.asInstanceOf[Int])
scala3-library	scala/collection/mutable/TreeSet.scala	61	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => LongBinaryTreeStepper.from[T]  (size, tree.root, _.left, _.right, _.key.asInstanceOf[Long])	case .LongShape   => LongBinaryTreeStepper.from[T]  (size, tree.root, _.left, _.right, _.key.asInstanceOf[Long])
scala3-library	scala/collection/mutable/TreeSet.scala	62	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree.root, _.left, _.right, _.key.asInstanceOf[Double])	case .DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree.root, _.left, _.right, _.key.asInstanceOf[Double])
scala3-library	scala/collection/mutable/PriorityQueue.scala	115	P1	PriorityQueue	from	14	override protected def fromSpecific(coll: scala.collection.IterableOnce[A]^): PriorityQueue[A] = PriorityQueue.from(coll)	override protected def fromSpecific(coll: scala.collection.IterableOnce[A]^): PriorityQueue[A] = .from(coll)
scala3-library	scala/collection/mutable/PriorityQueue.scala	117	P1	PriorityQueue	empty	14	override def empty: PriorityQueue[A] = PriorityQueue.empty	override def empty: PriorityQueue[A] = .empty
scala3-library	scala/collection/mutable/PriorityQueue.scala	369	P1	immutable.List	from	15	override def toList: immutable.List[A] = immutable.List.from(this.iterator)	override def toList: immutable.List[A] = .from(this.iterator)
scala3-library	scala/collection/mutable/ArraySeq.scala	53	P1	ArraySeq	empty	9	override def empty: ArraySeq[T] = ArraySeq.empty(using elemTag.asInstanceOf[ClassTag[T]])	override def empty: ArraySeq[T] = .empty(using elemTag.asInstanceOf[ClassTag[T]])
scala3-library	scala/collection/mutable/ArraySeq.scala	75	P1	ArraySeq	make	9	override def clone(): ArraySeq[T] = ArraySeq.make(array.clone()).asInstanceOf[ArraySeq[T]]	override def clone(): ArraySeq[T] = .make(array.clone()).asInstanceOf[ArraySeq[T]]
scala3-library	scala/collection/mutable/ArraySeq.scala	92	P1	ArraySeq	make	9	override def sorted[B >: T](implicit ord: Ordering[B]): ArraySeq[T] =	override def sorted[B >: T](implicit ord: Ordering[B]): ArraySeq[T] =
scala3-library	scala/collection/mutable/TreeMap.scala	91	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => IntBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.key.asInstanceOf[Int])	case .IntShape    => IntBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.key.asInstanceOf[Int])
scala3-library	scala/collection/mutable/TreeMap.scala	92	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => LongBinaryTreeStepper.from[T]  (size, tree.root, _.left, _.right, _.key.asInstanceOf[Long])	case .LongShape   => LongBinaryTreeStepper.from[T]  (size, tree.root, _.left, _.right, _.key.asInstanceOf[Long])
scala3-library	scala/collection/mutable/TreeMap.scala	93	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree.root, _.left, _.right, _.key.asInstanceOf[Double])	case .DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree.root, _.left, _.right, _.key.asInstanceOf[Double])
scala3-library	scala/collection/mutable/TreeMap.scala	103	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => IntBinaryTreeStepper.from[T]    (size, tree.root, _.left, _.right, _.value.asInstanceOf[Int])	case .IntShape    => IntBinaryTreeStepper.from[T]    (size, tree.root, _.left, _.right, _.value.asInstanceOf[Int])
scala3-library	scala/collection/mutable/TreeMap.scala	104	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => LongBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.value.asInstanceOf[Long])	case .LongShape   => LongBinaryTreeStepper.from[T]   (size, tree.root, _.left, _.right, _.value.asInstanceOf[Long])
scala3-library	scala/collection/mutable/TreeMap.scala	105	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => DoubleBinaryTreeStepper.from[T] (size, tree.root, _.left, _.right, _.value.asInstanceOf[Double])	case .DoubleShape => DoubleBinaryTreeStepper.from[T] (size, tree.root, _.left, _.right, _.value.asInstanceOf[Double])
scala3-library	scala/collection/mutable/HashSet.scala	259	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntTableStepper[Node[A]]   (size, table, _.next, _.key.asInstanceOf[Int],    0, table.length)	case .IntShape    => new IntTableStepper[Node[A]]   (size, table, _.next, _.key.asInstanceOf[Int],    0, table.length)
scala3-library	scala/collection/mutable/HashSet.scala	260	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongTableStepper[Node[A]]  (size, table, _.next, _.key.asInstanceOf[Long],   0, table.length)	case .LongShape   => new LongTableStepper[Node[A]]  (size, table, _.next, _.key.asInstanceOf[Long],   0, table.length)
scala3-library	scala/collection/mutable/HashSet.scala	261	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleTableStepper[Node[A]](size, table, _.next, _.key.asInstanceOf[Double], 0, table.length)	case .DoubleShape => new DoubleTableStepper[Node[A]](size, table, _.next, _.key.asInstanceOf[Double], 0, table.length)
scala3-library	scala/collection/mutable/BitSet.scala	176	P1	immutable.BitSet	fromBitMask	17	def toImmutable: immutable.BitSet = immutable.BitSet.fromBitMask(elems)	def toImmutable: immutable.BitSet = .fromBitMask(elems)
scala3-library	scala/collection/mutable/HashMap.scala	372	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntTableStepper[Node[K, V]]   (size, table, _.next, _.key.asInstanceOf[Int],    0, table.length)	case .IntShape    => new IntTableStepper[Node[K, V]]   (size, table, _.next, _.key.asInstanceOf[Int],    0, table.length)
scala3-library	scala/collection/mutable/HashMap.scala	373	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongTableStepper[Node[K, V]]  (size, table, _.next, _.key.asInstanceOf[Long],   0, table.length)	case .LongShape   => new LongTableStepper[Node[K, V]]  (size, table, _.next, _.key.asInstanceOf[Long],   0, table.length)
scala3-library	scala/collection/mutable/HashMap.scala	374	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleTableStepper[Node[K, V]](size, table, _.next, _.key.asInstanceOf[Double], 0, table.length)	case .DoubleShape => new DoubleTableStepper[Node[K, V]](size, table, _.next, _.key.asInstanceOf[Double], 0, table.length)
scala3-library	scala/collection/mutable/HashMap.scala	383	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntTableStepper[Node[K, V]]   (size, table, _.next, _.value.asInstanceOf[Int],    0, table.length)	case .IntShape    => new IntTableStepper[Node[K, V]]   (size, table, _.next, _.value.asInstanceOf[Int],    0, table.length)
scala3-library	scala/collection/mutable/HashMap.scala	384	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongTableStepper[Node[K, V]]  (size, table, _.next, _.value.asInstanceOf[Long],   0, table.length)	case .LongShape   => new LongTableStepper[Node[K, V]]  (size, table, _.next, _.value.asInstanceOf[Long],   0, table.length)
scala3-library	scala/collection/mutable/HashMap.scala	385	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => new DoubleTableStepper[Node[K, V]](size, table, _.next, _.value.asInstanceOf[Double], 0, table.length)	case .DoubleShape => new DoubleTableStepper[Node[K, V]](size, table, _.next, _.value.asInstanceOf[Double], 0, table.length)
scala3-library	scala/collection/generic/IsSeq.scala	101	P1	Array	from	6	protected def fromSpecific(coll: IterableOnce[A]^): Array[A] = Array.from(coll)	protected def fromSpecific(coll: IterableOnce[A]^): Array[A] = .from(coll)
scala3-library	scala/collection/generic/IsSeq.scala	103	P1	Array	empty	6	override def empty: Array[A] = Array.empty[A]	override def empty: Array[A] = .empty[A]
scala3-library	scala/collection/immutable/LongMap.scala	52	P1	LongMap	Nil	8	def empty[T]: LongMap[T]  = LongMap.Nil	def empty[T]: LongMap[T]  = .Nil
scala3-library	scala/collection/immutable/LongMap.scala	53	P1	LongMap	Tip	8	def singleton[T](key: Long, value: T): LongMap[T] = LongMap.Tip(key, value)	def singleton[T](key: Long, value: T): LongMap[T] = .Tip(key, value)
scala3-library	scala/collection/immutable/LongMap.scala	193	P1	LongMap	Nil	8	override def empty: LongMap[T] = LongMap.Nil	override def empty: LongMap[T] = .Nil
scala3-library	scala/collection/immutable/SeqMap.scala	74	P1	Iterator	empty	9	def iterator: Iterator[(Any, Nothing)] = Iterator.empty	def iterator: Iterator[(Any, Nothing)] = .empty
scala3-library	scala/collection/immutable/SeqMap.scala	242	P1	SeqMap	empty	7	private var elems: SeqMap[K, V] = SeqMap.empty	private var elems: SeqMap[K, V] = .empty
scala3-library	scala/collection/immutable/TreeSet.scala	141	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => IntBinaryTreeStepper.from[T]   (size, tree, _.left, _.right, _.key.asInstanceOf[Int])	case .IntShape    => IntBinaryTreeStepper.from[T]   (size, tree, _.left, _.right, _.key.asInstanceOf[Int])
scala3-library	scala/collection/immutable/TreeSet.scala	142	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => LongBinaryTreeStepper.from[T]  (size, tree, _.left, _.right, _.key.asInstanceOf[Long])	case .LongShape   => LongBinaryTreeStepper.from[T]  (size, tree, _.left, _.right, _.key.asInstanceOf[Long])
scala3-library	scala/collection/immutable/TreeSet.scala	143	P5	StepperShape	DoubleShape	13	case StepperShape.DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree, _.left, _.right, _.key.asInstanceOf[Double])	case .DoubleShape => DoubleBinaryTreeStepper.from[T](size, tree, _.left, _.right, _.key.asInstanceOf[Double])
scala3-library	scala/collection/immutable/NumericRange.scala	373	P1	Int	MaxValue	4	override protected final def applyPreferredMaxLength: Int = Int.MaxValue	override protected final def applyPreferredMaxLength: Int = .MaxValue
scala3-library	scala/collection/immutable/NumericRange.scala	66	P5	StepperShape	IntShape	13	case StepperShape.IntShape    => new IntNumericRangeStepper   (this.asInstanceOf[NumericRange[Int]],    0, length)	case .IntShape    => new IntNumericRangeStepper   (this.asInstanceOf[NumericRange[Int]],    0, length)
scala3-library	scala/collection/immutable/NumericRange.scala	67	P5	StepperShape	LongShape	13	case StepperShape.LongShape   => new LongNumericRangeStepper  (this.asInstanceOf[NumericRange[Long]],   0, length)	case .LongShape   => new LongNumericRangeStepper  (this.asInstanceOf[NumericRange[Long]],   0, length)
scala3-library	scala/collection/immutable/Map.scala	274	P1	Iterator	empty	9	def iterator: Iterator[(Any, Nothing)] = Iterator.empty	def iterator: Iterator[(Any, Nothing)] = .empty
scala3-library	scala/collection/immutable/Map.scala	275	P1	Iterator	empty	9	override def keysIterator: Iterator[Any] = Iterator.empty	override def keysIterator: Iterator[Any] = .empty
scala3-library	scala/collection/immutable/Map.scala	276	P1	Iterator	empty	9	override def valuesIterator: Iterator[Nothing] = Iterator.empty	override def valuesIterator: Iterator[Nothing] = .empty
scala3-library	scala/collection/immutable/Map.scala	296	P1	Iterator	single	9	def iterator: Iterator[(K, V)] = Iterator.single((key1, value1))	def iterator: Iterator[(K, V)] = .single((key1, value1))
scala3-library	scala/collection/immutable/Map.scala	297	P1	Iterator	single	9	override def keysIterator: Iterator[K] = Iterator.single(key1)	override def keysIterator: Iterator[K] = .single(key1)
scala3-library	scala/collection/immutable/Map.scala	298	P1	Iterator	single	9	override def valuesIterator: Iterator[V] = Iterator.single(value1)	override def valuesIterator: Iterator[V] = .single(value1)
scala3-library	scala/collection/immutable/Map.scala	693	P1	Map	empty	4	private var elems: Map[K, V] = Map.empty	private var elems: Map[K, V] = .empty
