project	file	line	pattern	type	member	chars_saved	before	after
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3722	P5	MatchTypeCasePattern	Capture	21	case MatchTypeCasePattern.Capture(num, /* isWildcard = */ true) =>	case .Capture(num, /* isWildcard = */ true) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3730	P5	MatchTypeCasePattern	Capture	21	case MatchTypeCasePattern.Capture(num, /* isWildcard = */ false) =>	case .Capture(num, /* isWildcard = */ false) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3754	P5	MatchTypeCasePattern	TypeTest	21	case MatchTypeCasePattern.TypeTest(tpe) =>	case .TypeTest(tpe) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3758	P5	MatchTypeCasePattern	BaseTypeTest	21	case MatchTypeCasePattern.BaseTypeTest(classType, argPatterns, needsConcreteScrut) =>	case .BaseTypeTest(classType, argPatterns, needsConcreteScrut) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3770	P5	MatchTypeCasePattern	AbstractTypeConstructor	21	case MatchTypeCasePattern.AbstractTypeConstructor(tycon, argPatterns) =>	case .AbstractTypeConstructor(tycon, argPatterns) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3777	P5	MatchTypeCasePattern	CompileTimeS	21	case MatchTypeCasePattern.CompileTimeS(argPattern) =>	case .CompileTimeS(argPattern) =>
scala3-compiler	dotty/tools/dotc/core/TypeComparer.scala	3784	P5	MatchTypeCasePattern	TypeMemberExtractor	21	case MatchTypeCasePattern.TypeMemberExtractor(typeMemberName, capture) =>	case .TypeMemberExtractor(typeMemberName, capture) =>
scala3-compiler	dotty/tools/dotc/core/Types.scala	54	P1	CanEqual	derived	9	implicit def eqType: CanEqual[Type, Type] = CanEqual.derived	implicit def eqType: CanEqual[Type, Type] = .derived
scala3-compiler	dotty/tools/dotc/core/Types.scala	2057	P1	Signature	NotAMethod	10	def signature(using Context): Signature = Signature.NotAMethod	def signature(using Context): Signature = .NotAMethod
scala3-compiler	dotty/tools/dotc/core/Types.scala	3817	P1	Signature	NotAMethod	10	override def signature(using Context): Signature = Signature.NotAMethod	override def signature(using Context): Signature = .NotAMethod
scala3-compiler	dotty/tools/dotc/core/Types.scala	6209	P1	StopAt	Static	7	protected def stopAt: StopAt = StopAt.Static	protected def stopAt: StopAt = .Static
scala3-compiler	dotty/tools/dotc/core/Types.scala	582	P2	StopAt	None	7	final def existsPart(p: Type => Boolean, stopAt: StopAt = StopAt.None, forceLazy: Boolean = true)(using Context): Boolean =	final def existsPart(p: Type => Boolean, stopAt: StopAt = .None, forceLazy: Boolean = true)(using Context): Boolean =
scala3-compiler	dotty/tools/dotc/core/Types.scala	591	P2	StopAt	None	7	final def foreachPart(p: Type => Unit, stopAt: StopAt = StopAt.None)(using Context): Unit =	final def foreachPart(p: Type => Unit, stopAt: StopAt = .None)(using Context): Unit =
scala3-compiler	dotty/tools/dotc/core/Types.scala	1529	P5	Atoms	Unknown	6	case Atoms.Unknown =>	case .Unknown =>
scala3-compiler	dotty/tools/dotc/core/Types.scala	1541	P5	Atoms	Range	6	case Atoms.Range(_, hi) => Atoms.Range(Set.empty, hi)	case .Range(_, hi) => Atoms.Range(Set.empty, hi)
scala3-compiler	dotty/tools/dotc/core/Types.scala	1542	P5	Atoms	Unknown	6	case Atoms.Unknown => Atoms.Unknown	case .Unknown => Atoms.Unknown
scala3-compiler	dotty/tools/dotc/core/Types.scala	4027	P5	SourceLanguage	Java	15	case SourceLanguage.Java =>	case .Java =>
scala3-compiler	dotty/tools/dotc/core/Types.scala	4032	P5	SourceLanguage	Scala2	15	case SourceLanguage.Scala2 =>	case .Scala2 =>
scala3-compiler	dotty/tools/dotc/core/Types.scala	4037	P5	SourceLanguage	Scala3	15	case SourceLanguage.Scala3 =>	case .Scala3 =>
scala3-compiler	dotty/tools/dotc/core/Constraint.scala	109	P2	UnificationDirection	NoUnification	21	def addLess(p1: TypeParamRef, p2: TypeParamRef,	def addLess(p1: TypeParamRef, p2: TypeParamRef,
scala3-compiler	dotty/tools/dotc/core/Annotations.scala	106	P2	Set	empty	4	def hasOneOfMetaAnnotation(metaSyms: Set[Symbol], orNoneOf: Set[Symbol] = Set.empty)(using Context): Boolean = atPhaseNoLater(erasurePhase) {	def hasOneOfMetaAnnotation(metaSyms: Set[Symbol], orNoneOf: Set[Symbol] = .empty)(using Context): Boolean = atPhaseNoLater(erasurePhase) {
scala3-compiler	dotty/tools/dotc/core/NameOps.scala	18	P1	MessageDigest	getInstance	14	lazy val md5: MessageDigest = MessageDigest.getInstance("MD5")	lazy val md5: MessageDigest = .getInstance("MD5")
scala3-compiler	dotty/tools/dotc/core/tasty/TreeUnpickler.scala	143	P5	UnpickleMode	TopLevel	13	case UnpickleMode.TopLevel => rdr.readTopLevel()	case .TopLevel => rdr.readTopLevel()
scala3-compiler	dotty/tools/dotc/core/tasty/TreeUnpickler.scala	144	P5	UnpickleMode	Term	13	case UnpickleMode.Term => rdr.readTree() :: Nil	case .Term => rdr.readTree() :: Nil
scala3-compiler	dotty/tools/dotc/core/tasty/TreeUnpickler.scala	145	P5	UnpickleMode	TypeTree	13	case UnpickleMode.TypeTree => rdr.readTpt() :: Nil	case .TypeTree => rdr.readTpt() :: Nil
scala3-compiler	dotty/tools/dotc/core/tasty/TreePickler.scala	919	P5	Annotation	Child	11	case Annotation.Child(sym) => sym.isInaccessibleChildOf(owner)	case .Child(sym) => sym.isInaccessibleChildOf(owner)
scala3-compiler	dotty/tools/dotc/core/tasty/DottyUnpickler.scala	59	P2	UnpickleMode	TopLevel	13	isBestEffortTasty: Boolean,	isBestEffortTasty: Boolean,
scala3-compiler	dotty/tools/dotc/core/classfile/ClassfileParser.scala	284	P1	Header.Version	Unknown	15	private var classfileVersion: Header.Version = Header.Version.Unknown	private var classfileVersion: Header.Version = .Unknown
scala3-compiler	dotty/tools/dotc/core/classfile/ClassfileParser.scala	896	P1	Map	empty	4	var namedParams: Map[Int, TermName] = Map.empty	var namedParams: Map[Int, TermName] = .empty
scala3-compiler	dotty/tools/dotc/core/classfile/ReusableDataReader.scala	11	P1	ByteBuffer	wrap	11	private var bb: ByteBuffer = ByteBuffer.wrap(data)	private var bb: ByteBuffer = .wrap(data)
scala3-compiler	dotty/tools/dotc/core/classfile/ClassfileTastyUUIDParser.scala	27	P1	Header.Version	Unknown	15	private var classfileVersion: Header.Version = Header.Version.Unknown	private var classfileVersion: Header.Version = .Unknown
scala3-compiler	dotty/tools/dotc/plugins/Plugin.scala	17	P1	Set	empty	4	def runsBefore: Set[String] = Set.empty	def runsBefore: Set[String] = .empty
scala3-compiler	dotty/tools/dotc/cc/Capability.scala	284	P1	SimpleIdentitySet	empty	18	private var variants: SimpleIdentitySet[ResultCap] = SimpleIdentitySet.empty	private var variants: SimpleIdentitySet[ResultCap] = .empty
scala3-compiler	dotty/tools/dotc/cc/Capability.scala	1211	P1	SimpleIdentitySet	empty	18	var localBinders: SimpleIdentitySet[MethodType] = SimpleIdentitySet.empty	var localBinders: SimpleIdentitySet[MethodType] = .empty
scala3-compiler	dotty/tools/dotc/cc/Capability.scala	730	P2	VarState	Separate	9	final def subsumes(y: Capability)(using ctx: Context)(using vs: VarState = VarState.Separate): Boolean =	final def subsumes(y: Capability)(using ctx: Context)(using vs: VarState = .Separate): Boolean =
scala3-compiler	dotty/tools/dotc/cc/Capability.scala	818	P2	VarState	Separate	9	def maxSubsumes(y: Capability, canAddHidden: Boolean)(using ctx: Context)(using vs: VarState = VarState.Separate): Boolean =	def maxSubsumes(y: Capability, canAddHidden: Boolean)(using ctx: Context)(using vs: VarState = .Separate): Boolean =
scala3-compiler	dotty/tools/dotc/cc/SepCheck.scala	525	P1	SimpleIdentitySet	empty	18	var reported: SimpleIdentitySet[Tree] = SimpleIdentitySet.empty	var reported: SimpleIdentitySet[Tree] = .empty
scala3-compiler	dotty/tools/dotc/cc/SepCheck.scala	750	P5	TypeRole	Argument	9	case TypeRole.Argument(arg, _) => arg.tpe	case .Argument(arg, _) => arg.tpe
scala3-compiler	dotty/tools/dotc/cc/SepCheck.scala	871	P5	TypeRole	Result	9	case TypeRole.Result(sym, _) =>	case .Result(sym, _) =>
scala3-compiler	dotty/tools/dotc/cc/SepCheck.scala	884	P5	TypeRole	Argument	9	case TypeRole.Argument(arg, _) =>	case .Argument(arg, _) =>
scala3-compiler	dotty/tools/dotc/cc/CheckCaptures.scala	2299	P1	SimpleIdentitySet	empty	18	private var allowed: SimpleIdentitySet[TermParamRef] = SimpleIdentitySet.empty	private var allowed: SimpleIdentitySet[TermParamRef] = .empty
scala3-compiler	dotty/tools/dotc/cc/CheckCaptures.scala	444	P5	TypeComparer.CompareResult	Fail	27	case TypeComparer.CompareResult.Fail(notes) =>	case .Fail(notes) =>
scala3-compiler	dotty/tools/dotc/cc/CCState.scala	48	P1	SimpleIdentitySet	empty	18	private var triedCapabilities: SimpleIdentitySet[Capability] = SimpleIdentitySet.empty	private var triedCapabilities: SimpleIdentitySet[Capability] = .empty
scala3-compiler	dotty/tools/dotc/cc/CaptureSet.scala	992	P1	Set	empty	4	var skippedMaps: Set[TypeMap] = Set.empty	var skippedMaps: Set[TypeMap] = .empty
scala3-compiler	dotty/tools/dotc/cc/CaptureSet.scala	1553	P1	util.SimpleIdentityMap	empty	23	private var eqResultMap: util.SimpleIdentityMap[ResultCap, ResultCap] = util.SimpleIdentityMap.empty	private var eqResultMap: util.SimpleIdentityMap[ResultCap, ResultCap] = .empty
scala3-compiler	dotty/tools/dotc/cc/CaptureSet.scala	252	P2	VarState	Separate	9	def accountsFor(x: Capability)(using ctx: Context)(using vs: VarState = VarState.Separate): Boolean =	def accountsFor(x: Capability)(using ctx: Context)(using vs: VarState = .Separate): Boolean =
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	94	P5	SymbolStyle	Reference	12	case SymbolStyle.Reference =>	case .Reference =>
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	96	P5	SymbolStyle	Definition	12	case SymbolStyle.Definition =>	case .Definition =>
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	151	P5	Type	Empty	5	case Type.Empty => ""	case .Empty => ""
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	159	P5	Type	Empty	5	case Type.Empty => pprintRef(sym)	case .Empty => pprintRef(sym)
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	217	P5	Type	Empty	5	case Type.Empty => s"@<?>"	case .Empty => s"@<?>"
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	222	P5	Constant	Empty	9	case Constant.Empty =>	case .Empty =>
scala3-compiler	dotty/tools/dotc/semanticdb/PPrint.scala	252	P5	Access	Empty	7	case Access.Empty => ""	case .Empty => ""
scala3-compiler	dotty/tools/dotc/semanticdb/Scala3.scala	123	P3	SymbolInformation.Kind	TYPE	23	kind = SymbolInformation.Kind.TYPE,	kind = .TYPE,
scala3-compiler	dotty/tools/dotc/semanticdb/Scala3.scala	131	P3	SymbolInformation.Kind	PARAMETER	23	kind = SymbolInformation.Kind.PARAMETER,	kind = .PARAMETER,
scala3-compiler	dotty/tools/dotc/semanticdb/Scala3.scala	139	P3	SymbolInformation.Kind	TYPE_PARAMETER	23	kind = SymbolInformation.Kind.TYPE_PARAMETER,	kind = .TYPE_PARAMETER,
scala3-compiler	dotty/tools/dotc/semanticdb/Scala3.scala	156	P3	SymbolInformation.Property.ABSTRACT	value	36	SymbolInformation.Property.ABSTRACT.value,	.value,
scala3-compiler	dotty/tools/dotc/semanticdb/TypeOps.scala	535	P5	LinkMode	SymlinkChildren	9	case LinkMode.SymlinkChildren =>	case .SymlinkChildren =>
scala3-compiler	dotty/tools/dotc/semanticdb/TypeOps.scala	537	P5	LinkMode	HardlinkChildren	9	case LinkMode.HardlinkChildren =>	case .HardlinkChildren =>
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	285	P1	dotty.tools.dotc.semanticdb.Type	TypeTypeMapper	33	def toType: dotty.tools.dotc.semanticdb.Type = dotty.tools.dotc.semanticdb.Type.TypeTypeMapper.toCustom(this)	def toType: dotty.tools.dotc.semanticdb.Type = .TypeTypeMapper.toCustom(this)
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	292	P1	dotty.tools.dotc.semanticdb.TypeMessage.SealedValue	Empty	52	var __sealedValue: dotty.tools.dotc.semanticdb.TypeMessage.SealedValue = dotty.tools.dotc.semanticdb.TypeMessage.SealedValue.Empty	var __sealedValue: dotty.tools.dotc.semanticdb.TypeMessage.SealedValue = .Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	67	P2	dotty.tools.dotc.semanticdb.TypeMessage.SealedValue	Empty	52	final case class TypeMessage(	final case class TypeMessage(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	532	P2	_root_.scala.Seq	empty	17	symbol: _root_.scala.Predef.String = "",	symbol: _root_.scala.Predef.String = "",
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	1030	P2	_root_.scala.Seq	empty	17	final case class IntersectionType(	final case class IntersectionType(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	1110	P2	_root_.scala.Seq	empty	17	final case class UnionType(	final case class UnionType(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	1190	P2	_root_.scala.Seq	empty	17	final case class WithType(	final case class WithType(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	1374	P2	_root_.scala.Seq	empty	17	final case class AnnotatedType(	final case class AnnotatedType(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	1852	P2	_root_.scala.Seq	empty	17	scrutinee: dotty.tools.dotc.semanticdb.Type = dotty.tools.dotc.semanticdb.MatchType._typemapper_scrutinee.toCustom(dotty.tools.dotc.semanticdb.TypeMessage.defaultInstance),	scrutinee: dotty.tools.dotc.semanticdb.Type = dotty.tools.dotc.semanticdb.MatchType._typemapper_scrutinee.toCustom(dotty.tools.dotc.semanticdb.TypeMessage.defaultInstance),
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Type.scala	43	P5	dotty.tools.dotc.semanticdb.TypeMessage.SealedValue	Empty	52	case dotty.tools.dotc.semanticdb.TypeMessage.SealedValue.Empty => Empty	case .Empty => Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	176	P1	dotty.tools.dotc.semanticdb.Schema	LEGACY	35	var __schema: dotty.tools.dotc.semanticdb.Schema = dotty.tools.dotc.semanticdb.Schema.LEGACY	var __schema: dotty.tools.dotc.semanticdb.Schema = .LEGACY
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	180	P1	dotty.tools.dotc.semanticdb.Language	UNKNOWN_LANGUAGE	37	var __language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE	var __language: dotty.tools.dotc.semanticdb.Language = .UNKNOWN_LANGUAGE
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	12	P2	dotty.tools.dotc.semanticdb.Schema	LEGACY	35	final case class TextDocument(	final case class TextDocument(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	16	P2	dotty.tools.dotc.semanticdb.Language	UNKNOWN_LANGUAGE	37	md5: _root_.scala.Predef.String = "",	md5: _root_.scala.Predef.String = "",
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	17	P2	_root_.scala.Seq	empty	17	language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE,	language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	18	P2	_root_.scala.Seq	empty	17	symbols: _root_.scala.Seq[dotty.tools.dotc.semanticdb.SymbolInformation] = _root_.scala.Seq.empty,	symbols: _root_.scala.Seq[dotty.tools.dotc.semanticdb.SymbolInformation] = .empty,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	19	P2	_root_.scala.Seq	empty	17	occurrences: _root_.scala.Seq[dotty.tools.dotc.semanticdb.SymbolOccurrence] = _root_.scala.Seq.empty,	occurrences: _root_.scala.Seq[dotty.tools.dotc.semanticdb.SymbolOccurrence] = .empty,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocument.scala	20	P2	_root_.scala.Seq	empty	17	diagnostics: _root_.scala.Seq[dotty.tools.dotc.semanticdb.Diagnostic] = _root_.scala.Seq.empty,	diagnostics: _root_.scala.Seq[dotty.tools.dotc.semanticdb.Diagnostic] = .empty,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	117	P1	dotty.tools.dotc.semanticdb.Signature	SignatureTypeMapper	38	def toSignature: dotty.tools.dotc.semanticdb.Signature = dotty.tools.dotc.semanticdb.Signature.SignatureTypeMapper.toCustom(this)	def toSignature: dotty.tools.dotc.semanticdb.Signature = .SignatureTypeMapper.toCustom(this)
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	124	P1	dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue	Empty	57	var __sealedValue: dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue = dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue.Empty	var __sealedValue: dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue = .Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	43	P2	dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue	Empty	57	final case class SignatureMessage(	final case class SignatureMessage(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	219	P2	_root_.scala.Seq	empty	17	typeParameters: _root_.scala.Option[dotty.tools.dotc.semanticdb.Scope] = _root_.scala.None,	typeParameters: _root_.scala.Option[dotty.tools.dotc.semanticdb.Scope] = _root_.scala.None,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	370	P2	_root_.scala.Seq	empty	17	typeParameters: _root_.scala.Option[dotty.tools.dotc.semanticdb.Scope] = _root_.scala.None,	typeParameters: _root_.scala.Option[dotty.tools.dotc.semanticdb.Scope] = _root_.scala.None,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Signature.scala	31	P5	dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue	Empty	57	case dotty.tools.dotc.semanticdb.SignatureMessage.SealedValue.Empty => Empty	case .Empty => Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Diagnostic.scala	86	P1	dotty.tools.dotc.semanticdb.Diagnostic.Severity	UNKNOWN_SEVERITY	48	var __severity: dotty.tools.dotc.semanticdb.Diagnostic.Severity = dotty.tools.dotc.semanticdb.Diagnostic.Severity.UNKNOWN_SEVERITY	var __severity: dotty.tools.dotc.semanticdb.Diagnostic.Severity = .UNKNOWN_SEVERITY
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Diagnostic.scala	13	P2	dotty.tools.dotc.semanticdb.Diagnostic.Severity	UNKNOWN_SEVERITY	48	range: _root_.scala.Option[dotty.tools.dotc.semanticdb.Range] = _root_.scala.None,	range: _root_.scala.Option[dotty.tools.dotc.semanticdb.Range] = _root_.scala.None,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Scope.scala	12	P2	_root_.scala.Seq	empty	17	final case class Scope(	final case class Scope(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Scope.scala	13	P2	_root_.scala.Seq	empty	17	symlinks: _root_.scala.Seq[_root_.scala.Predef.String] = _root_.scala.Seq.empty,	symlinks: _root_.scala.Seq[_root_.scala.Predef.String] = .empty,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolOccurrence.scala	87	P1	dotty.tools.dotc.semanticdb.SymbolOccurrence.Role	UNKNOWN_ROLE	50	var __role: dotty.tools.dotc.semanticdb.SymbolOccurrence.Role = dotty.tools.dotc.semanticdb.SymbolOccurrence.Role.UNKNOWN_ROLE	var __role: dotty.tools.dotc.semanticdb.SymbolOccurrence.Role = .UNKNOWN_ROLE
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolOccurrence.scala	14	P2	dotty.tools.dotc.semanticdb.SymbolOccurrence.Role	UNKNOWN_ROLE	50	symbol: _root_.scala.Predef.String = "",	symbol: _root_.scala.Predef.String = "",
scala3-compiler	dotty/tools/dotc/semanticdb/generated/TextDocuments.scala	12	P2	_root_.scala.Seq	empty	17	final case class TextDocuments(	final case class TextDocuments(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Access.scala	159	P1	dotty.tools.dotc.semanticdb.Access	AccessTypeMapper	35	def toAccess: dotty.tools.dotc.semanticdb.Access = dotty.tools.dotc.semanticdb.Access.AccessTypeMapper.toCustom(this)	def toAccess: dotty.tools.dotc.semanticdb.Access = .AccessTypeMapper.toCustom(this)
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Access.scala	166	P1	dotty.tools.dotc.semanticdb.AccessMessage.SealedValue	Empty	54	var __sealedValue: dotty.tools.dotc.semanticdb.AccessMessage.SealedValue = dotty.tools.dotc.semanticdb.AccessMessage.SealedValue.Empty	var __sealedValue: dotty.tools.dotc.semanticdb.AccessMessage.SealedValue = .Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Access.scala	49	P2	dotty.tools.dotc.semanticdb.AccessMessage.SealedValue	Empty	54	final case class AccessMessage(	final case class AccessMessage(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Access.scala	34	P5	dotty.tools.dotc.semanticdb.AccessMessage.SealedValue	Empty	54	case dotty.tools.dotc.semanticdb.AccessMessage.SealedValue.Empty => Empty	case .Empty => Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Documentation.scala	72	P1	dotty.tools.dotc.semanticdb.Documentation.Format	HTML	49	var __format: dotty.tools.dotc.semanticdb.Documentation.Format = dotty.tools.dotc.semanticdb.Documentation.Format.HTML	var __format: dotty.tools.dotc.semanticdb.Documentation.Format = .HTML
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Documentation.scala	13	P2	dotty.tools.dotc.semanticdb.Documentation.Format	HTML	49	message: _root_.scala.Predef.String = "",	message: _root_.scala.Predef.String = "",
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Constant.scala	215	P1	dotty.tools.dotc.semanticdb.Constant	ConstantTypeMapper	37	def toConstant: dotty.tools.dotc.semanticdb.Constant = dotty.tools.dotc.semanticdb.Constant.ConstantTypeMapper.toCustom(this)	def toConstant: dotty.tools.dotc.semanticdb.Constant = .ConstantTypeMapper.toCustom(this)
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Constant.scala	222	P1	dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue	Empty	56	var __sealedValue: dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue = dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue.Empty	var __sealedValue: dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue = .Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Constant.scala	57	P2	dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue	Empty	56	final case class ConstantMessage(	final case class ConstantMessage(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Constant.scala	38	P5	dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue	Empty	56	case dotty.tools.dotc.semanticdb.ConstantMessage.SealedValue.Empty => Empty	case .Empty => Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	173	P1	dotty.tools.dotc.semanticdb.Tree	TreeTypeMapper	33	def toTree: dotty.tools.dotc.semanticdb.Tree = dotty.tools.dotc.semanticdb.Tree.TreeTypeMapper.toCustom(this)	def toTree: dotty.tools.dotc.semanticdb.Tree = .TreeTypeMapper.toCustom(this)
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	180	P1	dotty.tools.dotc.semanticdb.TreeMessage.SealedValue	Empty	52	var __sealedValue: dotty.tools.dotc.semanticdb.TreeMessage.SealedValue = dotty.tools.dotc.semanticdb.TreeMessage.SealedValue.Empty	var __sealedValue: dotty.tools.dotc.semanticdb.TreeMessage.SealedValue = .Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	51	P2	dotty.tools.dotc.semanticdb.TreeMessage.SealedValue	Empty	52	final case class TreeMessage(	final case class TreeMessage(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	326	P2	_root_.scala.Seq	empty	17	function: dotty.tools.dotc.semanticdb.Tree = dotty.tools.dotc.semanticdb.ApplyTree._typemapper_function.toCustom(dotty.tools.dotc.semanticdb.TreeMessage.defaultInstance),	function: dotty.tools.dotc.semanticdb.Tree = dotty.tools.dotc.semanticdb.ApplyTree._typemapper_function.toCustom(dotty.tools.dotc.semanticdb.TreeMessage.defaultInstance),
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	455	P2	_root_.scala.Seq	empty	17	final case class FunctionTree(	final case class FunctionTree(
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	1011	P2	_root_.scala.Seq	empty	17	function: dotty.tools.dotc.semanticdb.Tree = dotty.tools.dotc.semanticdb.TypeApplyTree._typemapper_function.toCustom(dotty.tools.dotc.semanticdb.TreeMessage.defaultInstance),	function: dotty.tools.dotc.semanticdb.Tree = dotty.tools.dotc.semanticdb.TypeApplyTree._typemapper_function.toCustom(dotty.tools.dotc.semanticdb.TreeMessage.defaultInstance),
scala3-compiler	dotty/tools/dotc/semanticdb/generated/Tree.scala	35	P5	dotty.tools.dotc.semanticdb.TreeMessage.SealedValue	Empty	52	case dotty.tools.dotc.semanticdb.TreeMessage.SealedValue.Empty => Empty	case .Empty => Empty
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	193	P1	dotty.tools.dotc.semanticdb.Language	UNKNOWN_LANGUAGE	37	var __language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE	var __language: dotty.tools.dotc.semanticdb.Language = .UNKNOWN_LANGUAGE
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	194	P1	dotty.tools.dotc.semanticdb.SymbolInformation.Kind	UNKNOWN_KIND	51	var __kind: dotty.tools.dotc.semanticdb.SymbolInformation.Kind = dotty.tools.dotc.semanticdb.SymbolInformation.Kind.UNKNOWN_KIND	var __kind: dotty.tools.dotc.semanticdb.SymbolInformation.Kind = .UNKNOWN_KIND
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	13	P2	dotty.tools.dotc.semanticdb.Language	UNKNOWN_LANGUAGE	37	symbol: _root_.scala.Predef.String = "",	symbol: _root_.scala.Predef.String = "",
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	14	P2	dotty.tools.dotc.semanticdb.SymbolInformation.Kind	UNKNOWN_KIND	51	language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE,	language: dotty.tools.dotc.semanticdb.Language = dotty.tools.dotc.semanticdb.Language.UNKNOWN_LANGUAGE,
scala3-compiler	dotty/tools/dotc/semanticdb/generated/SymbolInformation.scala	18	P2	_root_.scala.Seq	empty	17	signature: dotty.tools.dotc.semanticdb.Signature = dotty.tools.dotc.semanticdb.SymbolInformation._typemapper_signature.toCustom(dotty.tools.dotc.semanticdb.SignatureMessage.defaultInstance),	signature: dotty.tools.dotc.semanticdb.Signature = dotty.tools.dotc.semanticdb.SymbolInformation._typemapper_signature.toCustom(dotty.tools.dotc.semanticdb.SignatureMessage.defaultInstance),
