project	file	line	col	category	expected	member	chars_saved	import_based	source
shapeless3-typeable	modules/typeable/src/main/scala/shapeless3/typeable/typeable.scala	317	51	call_arg	scala.quoted.Expr	ofSeq	4	false	Expr.ofSeq
shapeless3-typeable	modules/typeable/src/main/scala/shapeless3/typeable/typeable.scala	261	5	ascription	shapeless3.typeable.Typeable	recursive	8	false	Typeable.recursive
